GeneID	UniprotID	Gene_Name	Reviewed	Length
4853	Q04721;Q6IQ50;Q9UFD5	NOTCH2;NOTCH2;DKFZp434N181	reviewed;unreviewed;unreviewed	2471;1235;462
4131	P46821;A2BDK6;Q6PJD3;Q86X89	MAP1B;MAP1B;MAP1B;MAP1B	reviewed;unreviewed;unreviewed;unreviewed	2468;2342;693;685
114780	Q7Z442	PKD1L2;KIAA1879;PC1L2	reviewed	2459
32	O00763	ACACB;ACC2;ACCB	reviewed	2458
3097	P31629	HIVEP2	reviewed	2446
80208	Q96JI7;A0A804HID9	SPG11;KIAA1840;SPG11	reviewed;unreviewed	2443;2395
11190	Q9BV73	CEP250;CEP2;CNAP1	reviewed	2442
1387	Q92793	CREBBP;CBP	reviewed	2442
9611	A0A024RD47;O75376;Q6PGR4	NCOR1;NCOR1;KIAA1047;NCOR1	unreviewed;reviewed;unreviewed	2440;2440;518
4588	Q6W4X9	MUC6	reviewed	2439
20	Q9BZC7	ABCA2;ABC2;KIAA1062	reviewed	2435
54906	Q5VWN6	TASOR2;C10orf18;FAM208B;KIAA2006	reviewed	2430
6651	P18583;Q6ZRV7;J3QSZ5	SON;C21orf50;DBP5;KIAA1019;NREBP;-;SON	reviewed;unreviewed;unreviewed	2426;454;454
6708	P02549	SPTA1;SPTA	reviewed	2419
2033	Q09472;Q7Z6C1	EP300;P300;EP300	reviewed;unreviewed	2414;1553
1755	Q9UGM3;A0A590UJ76	DMBT1;GP340;DMBT1	reviewed;unreviewed	2413;2412
59269	Q5T1R4	HIVEP3;KBP1;KIAA1555;KRC;ZAS3	reviewed	2406
94137	Q8IWN7	RP1L1	reviewed	2400
6712	A0A087WYQ1;O15020	SPTBN2;SPTBN2;KIAA0302;SCA5	unreviewed;reviewed	2397;2390
388698	Q5D862	FLG2;IFPS	reviewed	2391
89795	Q8IVL0;A0A2R8YFX5	NAV3;KIAA0938;POMFIL1;STEERIN3;NAV3	reviewed;unreviewed	2385;1842
65125	Q9H4A3;F5GWT4;A5D8Z4	WNK1;HSN2;KDP;KIAA0344;PRKWNK1;WNK1;WNK1	reviewed;unreviewed;unreviewed	2382;2134;1537
8913	O43497	CACNA1G;KIAA1123	reviewed	2377
23019	A5YKK6	CNOT1;CDC39;KIAA1007;NOT1	reviewed	2376
51594	A2RRP1;G1UI26	NBAS;NAG;NBAS	reviewed;unreviewed	2371;1561
440435	A0A087X0K8;Q6PRD1	GPR179;GPR179;GPR158L;GPR158L1	unreviewed;reviewed	2367;2367
11078	Q9H2D6	TRIOBP;KIAA1662;TARA	reviewed	2365
6711	B2ZZ89;Q01082	SPTBN1;HEL102;SPTBN1;SPTB2	unreviewed;reviewed	2364;2364
7175	P12270	TPR	reviewed	2363
9919	O15027;F1T0I1;A0A8I5KPG1	SEC16A;KIAA0310;SEC16;SEC16L;SEC16A;SEC16A	reviewed;unreviewed;unreviewed	2357;2334;2100
57683	N0DVB2;Q9HCK1;N0DVX5	ZDBF2;ZDBF2;KIAA1571;ZDBF2	unreviewed;reviewed;unreviewed	2354;2354;2352
26005	Q4AC94	C2CD3	reviewed	2353
8912	O95180;A0A1W2PQW2;B3KQH9	CACNA1H;CACNA1H;-	reviewed;unreviewed;unreviewed	2353;1618;853
2157	P00451	F8;F8C	reviewed	2351
121006	A6NE01;F5GYN0	FAM186A;FAM186A	reviewed;unreviewed	2351;2348
6098	P08922	ROS1;MCF3;ROS	reviewed	2347
31	Q13085;A0A024R0Y2;Q7Z5W8	ACACA;ACAC;ACC1;ACCA;-;ACACA	reviewed;unreviewed;unreviewed	2346;2268;690
57082	Q8NG31	KNL1;CASC5;KIAA1570	reviewed	2342
22990	Q96RV3	PCNX1;KIAA0805;KIAA0995;PCNX;PCNXL1	reviewed	2341
774	Q00975	CACNA1B;CACH5;CACNL1A5	reviewed	2339
10594	Q6P2Q9	PRPF8;PRPC8	reviewed	2335
11064	B2RP65;Q7Z7A1;Q5JVD1	CEP110;CNTRL;CEP1;CEP110;CNTRL	unreviewed;reviewed;unreviewed	2325;2325;1700
1464	Q6UVK1	CSPG4;MCSP	reviewed	2322
4854	Q9UM47	NOTCH3	reviewed	2321
54014	Q9NSI6	BRWD1;C21orf107;WDR9	reviewed	2320
9472	B2RP22;Q13023	AKAP6;AKAP6;AKAP100;KIAA0311	unreviewed;reviewed	2319;2319
57492	Q8NFD5	ARID1B;BAF250B;DAN15;KIAA1235;OSA2	reviewed	2319
5803	P23471;B4DFE7	PTPRZ1;HTPZP2;PTPRZ;PTPRZ2;PTPZ;-	reviewed;unreviewed	2315;808
777	Q15878;Q59FG1	CACNA1E;CACH6;CACNL1A6;-	reviewed;unreviewed	2313;1869
10297	O95996	APC2;APCL	reviewed	2303
51196	Q9P212;B7ZM61;A0A8I5KXT2	PLCE1;KIAA1516;PLCE;PPLC;PLCE1;PLCE1	reviewed;unreviewed;unreviewed	2302;2286;1978
374462	A0A087WZU1	PTPRQ	unreviewed	2299
9980	Q9Y3R5	DOP1B;C21orf5;DOPEY2;KIAA0933	reviewed	2298
65268	Q9Y3S1;E9PCD1	WNK2;KIAA1760;PRKWNK2;SDCCAG43;WNK2	reviewed;unreviewed	2297;2217
100131755	Q5H9R4	ARMCX4	reviewed	2290
5426	Q07864	POLE;POLE1	reviewed	2286
8289	O14497	ARID1A;BAF250;BAF250A;C1orf4;OSA1;SMARCF1	reviewed	2285
24149	Q5VUA4	ZNF318	reviewed	2279
24	P78363;Q6AI28	ABCA4;ABCR;DKFZp781N1972	reviewed;unreviewed	2273;1065
9875	O60287	URB1;C21orf108;KIAA0539;NOP254;NPA1	reviewed	2271
25909	Q8WYP5	AHCTF1;ELYS;TMBS62	reviewed	2266
23379	Q9Y2F5	ICE1;KIAA0947	reviewed	2266
19	A0A7I2V5U0;B2RUU2;B7XCW9;O95477	ABCA1;ABCA1;ABCA1;ABCA1;ABC1;CERP	unreviewed;unreviewed;unreviewed;reviewed	2263;2261;2261;2261
131873	A6NMZ7	COL6A6	reviewed	2263
10343	Q9NTG1	PKDREJ	reviewed	2253
80816	Q9C0F0	ASXL3;KIAA1713	reviewed	2248
55628	Q9C0G0	ZNF407;KIAA1703	reviewed	2248
205717	Q68DE3	USF3;KIAA2018	reviewed	2245
23317	O75165;B3KN02	DNAJC13;KIAA0678;RME8;-	reviewed;unreviewed	2243;890
54856	Q3T8J9;A4PB67;Q14BN2;A4PB68;Q9H986	GON4L;GON4;KIAA1606;-;GON4L;-;-	reviewed;unreviewed;unreviewed;unreviewed;unreviewed	2241;2240;1529;970;725
11083	Q9BTC0	DIDO1;C20orf158;DATF1;KIAA0333	reviewed	2240
9703	Q14667	BLTP2;BCOX1;KIAA0100	reviewed	2235
3371	Q4LE33;P24821;J3QSU6;B4E1W8	TNC variant protein;TNC;HXB;TNC;-	unreviewed;reviewed;unreviewed;unreviewed	2233;2201;2019;1080
2803	Q13439;Q49A56	GOLGA4;GOLGA4	reviewed;unreviewed	2230;218
84726	Q5JSZ5;Q9BU62	PRRC2B;BAT2L;BAT2L1;KIAA0515;BAT2L	reviewed;unreviewed	2229;339
25914	Q86VV8	RTTN	reviewed	2226
790	P27708;F8VPD4	CAD;CAD	reviewed;unreviewed	2225;2162
2153	P12259	F5	reviewed	2224
8911	Q9P0X4	CACNA1I;KIAA1120	reviewed	2223
200162	Q6Q759	SPAG17	reviewed	2223
54843	A0A0U1RR07;Q9HCH5	SYTL2;SYTL2;KIAA1597;SGA72M;SLP2;SLP2A	unreviewed;reviewed	2223;934
23389	A0A3B3IRX3;Q71F56	MED13L;MED13L;KIAA1025;PROSIT240;THRAP2;TRAP240L	unreviewed;reviewed	2222;2210
775	Q13936;E9PDI6;A0A804HKC4;A0A0A0MR67;A0A0A0MSA1;A0A804HJB6;A0A804HI37;A0A804HIJ8;F5H522;Q59GU3;Q5V9X9	CACNA1C;CACH2;CACN2;CACNL1A1;CCHL1A1;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;-;CACNA1C	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	2221;2198;2193;2173;2173;2168;2168;2168;2163;840;210
23523	A0A024R1E5;Q9Y6J0;A0A087WWW8	CABIN1;CABIN1;KIAA0330;CABIN1	unreviewed;reviewed;unreviewed	2220;2220;2170
4647	Q13402	MYO7A;USH1B	reviewed	2215
6653	A0A024R3H2;Q92673	SORL1;SORL1;C11orf32	unreviewed;reviewed	2214;2214
6840	O95425;A0A6I8PIX7;Q569J5	SVIL;SVIL;SVIL	reviewed;unreviewed;unreviewed	2214;1904;81
440279	Q8NB66;A0A3B3ISZ1	UNC13C;UNC13C	reviewed;unreviewed	2214;2212
221935	Q7Z5N4	SDK1	reviewed	2213
125336	F5GZB4;Q8IVV2;B7Z7T7;J3QKX9	LOXHD1;LOXHD1;-;LOXHD1	unreviewed;reviewed;unreviewed;unreviewed	2211;2067;1144;1011
9735	P50748	KNTC1;KIAA0166	reviewed	2209
10973	Q8N3C0;B4DR60	ASCC3;HELIC1;RQT2;-	reviewed;unreviewed	2202;1041
26173	Q8N201	INTS1;KIAA1440	reviewed	2190
55619	Q96BY6	DOCK10;KIAA0694;ZIZ3	reviewed	2186
158326	Q5H8C1	FREM1;C9orf143;C9orf145;C9orf154	reviewed	2179
57221	Q5TH69	ARFGEF3;BIG3;C6orf92;KIAA1244	reviewed	2177
9968	Q93074	MED12;ARC240;CAGH45;HOPA;KIAA0192;TNRC11;TRAP230	reviewed	2177
9969	Q9UHV7;A0A024QZ75	MED13;ARC250;KIAA0593;THRAP1;TRAP240;THRAP1	reviewed;unreviewed	2174;2174
54549	Q58EX2	SDK2;KIAA1514	reviewed	2172
115701	Q86TB3	ALPK2;HAK	reviewed	2170
50944	H9KV90;Q9Y566	SHANK1;SHANK1	unreviewed;reviewed	2169;2161
29994	Q9UIF8	BAZ2B;KIAA1476	reviewed	2168
776	Q01668;A0A1B0GUN6;Q59GD8	CACNA1D;CACH3;CACN4;CACNL1A2;CCHL1A2;CACNA1D;-	reviewed;unreviewed;unreviewed	2161;2146;1854
4650	B0I1T6;Q13459;Q4LE74;Q8WVD2	-;MYO9B;MYR5;MYO9B variant protein;MYO9B	unreviewed;reviewed;unreviewed;unreviewed	2157;2157;2028;501
7916	A0A1U9X974;P48634	-;PRRC2A;BAT2;G2	unreviewed;reviewed	2157;2157
340895	Q5VYJ5	MALRD1;C10orf112;DIET1	reviewed	2156
6101	P56715	RP1;ORP1	reviewed	2156
7007	O75443	TECTA	reviewed	2155
253143	Q5THK1	PRR14L;C22orf30	reviewed	2151
10347	Q8IZY2;B3KUJ3	ABCA7;-	reviewed;unreviewed	2146;558
56252	P49750;Q8NF45;F8VU51	YLPM1;C14orf170;ZAP3;FLJ00353;YLPM1	reviewed;unreviewed;unreviewed	2146;1766;1440
116931	Q86YW9;B3KXY0	MED12L;KIAA1635;TNRC11L;TRALP;TRALPUSH;-	reviewed;unreviewed	2145;580
55127	B2RWN5;Q9H583;A2VDI1	HEATR1;HEATR1;BAP28;UTP10;HEATR1	unreviewed;reviewed;unreviewed	2144;2144;1502
85440	Q96N67	DOCK7;KIAA1771	reviewed	2140
166752	P0C091	FREM3	reviewed	2139
80003	A6NKB5;B3KNZ5	PCNX2;KIAA0435;PCNXL2;-	reviewed;unreviewed	2137;912
6710	P11277	SPTB;SPTB1	reviewed	2137
23020	O75643	SNRNP200;ASCC3L1;BRR2;HELIC2;KIAA0788	reviewed	2136
80312	Q8NFU7	TET1;CXXC6;KIAA1676;LCX	reviewed	2136
5364	O43157	PLXNB1;KIAA0407;PLXN5;SEP	reviewed	2135
5787	F8VU56;P23467;Q68D73;Q86VA4	PTPRB;PTPRB;PTPB;DKFZp686H15164;PTPRB	unreviewed;reviewed;unreviewed;unreviewed	2127;1997;919;771
4926	Q4LE64;Q14980;A0A024R5M9;Q3SYK8	NUMA1 variant protein;NUMA1;NMP22;NUMA;NUMA1;NUMA1	unreviewed;reviewed;unreviewed;unreviewed	2121;2115;2101;691
5297	Q4LE69;B4DYG5;P42356	PIK4CA variant protein;-;PI4KA;PIK4;PIK4CA	unreviewed;unreviewed;reviewed	2121;2102;2102
9700	Q14674	ESPL1;ESP1;KIAA0165	reviewed	2120
4648	Q6PIF6	MYO7B	reviewed	2116
57453	A0A384DVL8;Q8TD84	DSCAML1;DSCAML1;DSCAM2;KIAA1132	unreviewed;reviewed	2113;2053
2975	Q12789	GTF3C1	reviewed	2109
55083	Q2KJY2;B7WPD9	KIF26B;KIF26B	reviewed;unreviewed	2108;1727
55345	Q86YA3	ZGRF1;C4orf21	reviewed	2104
158358	Q5HYC2	KIAA2026	reviewed	2103
81704	Q8NF50;E2J6M6;E2J6M5	DOCK8;DOCK8;DOCK8	reviewed;unreviewed;unreviewed	2099;922;113
90342	Q2NNQ7;A0AVI2	FER1L5;FER1L5	unreviewed;reviewed	2098;2057
200576	Q9Y2I7	PIKFYVE;KIAA0981;PIP5K3	reviewed	2098
221400	O60522	TDRD6	reviewed	2096
51199	Q8N4C6;Q5XUU0	NIN;KIAA1565;-	reviewed;unreviewed	2090;1989
8021	P35658;B7ZAV2	NUP214;CAIN;CAN;KIAA0023;NUP214	reviewed;unreviewed	2090;916
9656	A0A1U9XBC1;Q14676;A1Z5I9	-;MDC1;KIAA0170;NFBD1;MDC1	unreviewed;reviewed;unreviewed	2089;2089;19
9743	A7KAX9;Q86T64	ARHGAP32;GRIT;KIAA0712;RICS;DKFZp451F1115	reviewed;unreviewed	2087;954
8291	O75923	DYSF;FER1L1	reviewed	2080
3054	A6NEM2;P51610	HCFC1;HCFC1;HCF1;HFC1	unreviewed;reviewed	2080;2035
55102	Q96BY7	ATG2B;C14orf103	reviewed	2078
139818	Q5JSL3	DOCK11;ZIZ2	reviewed	2073
23522	Q8WYB5;B2RWN8	KAT6B;KIAA0383;MORF;MOZ2;MYST4;MYST4	reviewed;unreviewed	2073;2073
54497	Q9P2D3	HEATR5B;KIAA1414;p200;p200a	reviewed	2071
8777	O75970	MPDZ;MUPP1	reviewed	2070
23348	Q9BZ29;B9EG73;A0A0A0MT38;A6H8Z6;B7Z2G6;B3KXE2	DOCK9;KIAA1058;ZIZ1;DOCK9;DOCK9;DOCK9;-;-	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	2069;2046;1254;1254;976;654
375790	O00468	AGRN;AGRIN	reviewed	2068
9320	A0A6Q8PGG9;A0A6Q8PHK0;Q14669	TRIP12;TRIP12;TRIP12;KIAA0045;ULF	unreviewed;unreviewed;reviewed	2068;2067;1992
9828	Q96PE2	ARHGEF17;KIAA0337;TEM4	reviewed	2063
23054	Q14686;F6M2K3;F6M2K2	NCOA6;AIB3;KIAA0181;RAP250;TRBP;NCOA6;NCOA6	reviewed;unreviewed;unreviewed	2063;1975;1070
23253	Q6UB98	ANKRD12;ANCO2;KIAA0874	reviewed	2062
26509	Q9NZM1	MYOF;FER1L3;KIAA1207	reviewed	2061
4651	Q9HD67	MYO10;KIAA0799	reviewed	2058
2125	K7EKI0;B7ZLH8;Q92817	EVPL;EVPL;EVPL	unreviewed;unreviewed;reviewed	2055;2055;2033
399687	Q92614;A0A024QZ63;Q9NYE8;O95411	MYO18A;CD245;KIAA0216;MYSPDZ;TIAF1;-;MAJN;MYO18A;TIAF1	reviewed;unreviewed;unreviewed;reviewed	2054;2039;191;115
57697	Q8IYD8	FANCM;KIAA1596	reviewed	2048
57572	Q96HP0;B7Z9U8	DOCK6;KIAA1395;-	reviewed;unreviewed	2047;1386
25938	F5H619;Q86XA9	HEATR5A;HEATR5A;C14orf125;KIAA1316	unreviewed;reviewed	2046;2040
7267	H7BZ57;P53804	TTC3;TTC3;DCRR1;RNF105;TPRD	unreviewed;reviewed	2043;2025
4018	P08519	LPA	reviewed	2040
23469	Q92576;B3KP41;D6R9X2	PHF3;KIAA0244;-;PHF3	reviewed;unreviewed;unreviewed	2039;822;736
57479	Q9ULL5	PRR12;KIAA1205	reviewed	2036
399909	Q9H6A9	PCNX3;PCNXL3	reviewed	2034
9793	Q14008	CKAP5;KIAA0097	reviewed	2032
1795	Q8IZD9	DOCK3;KIAA0299;MOCA	reviewed	2030
440193	Q9P219;B4DZB8	CCDC88C;DAPLE;KIAA1509;-	reviewed;unreviewed	2028;234
11113	O14578	CIT;CRIK;KIAA0949;STK21	reviewed	2027
5108	Q15154;B9EIS5;A2RUU9	PCM1;PCM1;PCM1	reviewed;unreviewed;unreviewed	2024;2016;1859
140803	Q9BX84	TRPM6;CHAK2	reviewed	2022
9696	Q5TZA2	CROCC;KIAA0445	reviewed	2017
6331	Q14524;H9KVD2;E9PG18;E9PHB6;A0A0A0MT39;K4DIA1;Q86V90	SCN5A;SCN5A;SCN5A;SCN5A;SCN5A;SCN5A;SCN5A	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	2016;2016;1998;1983;1962;1962;223
79705	Q38SD2	LRRK1;KIAA1790	reviewed	2015
1826	O60469	DSCAM	reviewed	2012
23165	Q92621	NUP205;C7orf14;KIAA0225	reviewed	2012
6323	P35498	SCN1A;NAC1;SCN1	reviewed	2009
6326	Q99250	SCN2A;NAC2;SCN2A1;SCN2A2	reviewed	2005
23347	A6NHR9	SMCHD1;KIAA0650	reviewed	2005
7994	Q92794;A5PKX7;A5PLL3	KAT6A;MOZ;MYST3;RUNXBP2;ZNF220;MYST3;KAT6A;MYST3	reviewed;unreviewed;unreviewed	2004;1149;815
4855	A0A1U9X983;Q99466	-;NOTCH4;INT3	unreviewed;reviewed	2003;2003
57553	Q7RTP6	MICAL3;KIAA0819;KIAA1364	reviewed	2002
54790	A0A158SIU0;Q6N021;A0A024RDF7	TET2;TET2;KIAA1546;FLJ20032	unreviewed;reviewed;unreviewed	2002;2002;1165
1107	Q12873;Q2TAZ1;B3KWV4	CHD3;CHD3;-	reviewed;unreviewed;unreviewed	2000;661;577
6328	Q9NY46;Q9C007;A0A590UJH3	SCN3A;KIAA1356;NAC3;SCN3A;SCN3A	reviewed;unreviewed;unreviewed	2000;1951;1086
9381	Q9HC10	OTOF;FER1L2	reviewed	1997
57619	Q8TF72;B3KY47	SHROOM3;KIAA1481;SHRML;-	reviewed;unreviewed	1996;1774
79784	Q7Z406;A1L2Z2;B3KWH4	MYH14;KIAA2034;MYH14;-	reviewed;unreviewed;unreviewed	1995;638;629
26115	Q9HCD6	TANC2;KIAA1148;KIAA1636	reviewed	1990
23086	Q149M6;Q8NEV8;Q6AI59;B4E2C3;B4E1U8	EXPH5;EXPH5;KIAA0624;SLAC2B;DKFZp781H0795;-;-	unreviewed;reviewed;unreviewed;unreviewed;unreviewed	1989;1989;1733;1192;819
196441	O60293	ZFC3H1;CCDC131;KIAA0546;PSRC2	reviewed	1989
6335	Q15858	SCN9A;NENA	reviewed	1988
4628	A0A8I5KZ38;P35580;G1UI33	MYH10;MYH10;MYH10	unreviewed;reviewed;unreviewed	1986;1976;180
84226	Q68DN1	C2orf16	reviewed	1984
57644	A7E2Y1	MYH7B;KIAA1512	reviewed	1983
9994	Q9UKL3	CASP8AP2;FLASH;KIAA1315;RIP25	reviewed	1982
8888	O60318	MCM3AP;GANP;KIAA0572;MAP80	reviewed	1980
6334	Q9UQD0;Q6B4S4	SCN8A;MED;SCN8A	reviewed;unreviewed	1980;531
9321	Q15643	TRIP11;CEV14	reviewed	1979
27332	Q14966;A8K583	ZNF638;NP220;ZFML;-	reviewed;unreviewed	1978;1578
778	O60840	CACNA1F;CACNAF1	reviewed	1977
4629	A0A024QZJ4;P35749;A0A024QZJ6	MYH11;MYH11;KIAA0866;MYH11	unreviewed;reviewed;unreviewed	1972;1972;1938
7158	Q12888;A6NNK5	TP53BP1;TP53BP1	reviewed;unreviewed	1972;1927
5430	P24928	POLR2A;POLR2	reviewed	1970
161436	Q05BV3	EML5	reviewed	1969
9732	Q8N1I0	DOCK4;KIAA0716	reviewed	1966
23067	Q9UPS6	SETD1B;KIAA1076;KMT2G;SET1B	reviewed	1966
65217	A2A3D8;A2A3E7;Q96QU1;A2A3E6;A2A3E8;E7EM53;A0A087WZN9;A0A087X1T6;A9Z1W1;A0A087WTR6	PCDH15;PCDH15;PCDH15;USH1F;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15;PCDH15	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	1962;1957;1955;1952;1932;1886;1790;1682;1677;1539
27327	Q8NDV7	TNRC6A;CAGH26;KIAA1460;TNRC6	reviewed	1962
4627	P35579;A0A024R1N1	MYH9;MYH9	reviewed;unreviewed	1960;1960
6942	W5ZR30;Q9UGU0	TCF20;TCF20;KIAA0292;SPBP	unreviewed;reviewed	1960;1960
57584	Q5T5U3	ARHGAP21;ARHGAP10;KIAA1424	reviewed	1958
400954	Q6ZMW3	EML6;EML5L	reviewed	1958
9645	O94851	MICAL2;KIAA0750;MICAL2PV1;MICAL2PV2;MICALCL	reviewed	1957
6336	Q9Y5Y9	SCN10A	reviewed	1956
26038	Q8TDI0	CHD5;KIAA0444	reviewed	1954
63892	Q6YHU6	THADA;GITA;KIAA1767	reviewed	1953
57670	Q9HCM3	KIAA1549	reviewed	1950
9687	Q4ZG55	GREB1;KIAA0575	reviewed	1949
5802	Q13332;Q59FX6;Q8NHS7	PTPRS;-;PTPRS	reviewed;unreviewed;unreviewed	1948;1560;128
22989	Q9Y2K3	MYH15;KIAA1000	reviewed	1946
64682	Q9H1A4	ANAPC1;TSG24	reviewed	1944
9931	B7ZLW2;A0A2P0H7U5;A0A024R8K8;P42694	HELZ;HELZ;HELZ;HELZ;DRHC;KIAA0054	unreviewed;unreviewed;unreviewed;reviewed	1943;1942;1942;1942
56243	Q5T5P2;B7ZM29	KIAA1217;SKT;KIAA1217	reviewed;unreviewed	1943;1349
7062	Q07283	TCHH;THH;THL;TRHY	reviewed	1943
4620	Q9UKX2	MYH2;MYHSA2	reviewed	1941
124997	Q562E7;Q24JR4	WDR81;WDR81	reviewed;unreviewed	1941;580
4621	P11055;Q5GJ67	MYH3;-	reviewed;unreviewed	1940;941
4619	P12882	MYH1	reviewed	1939
4622	Q9Y623	MYH4	reviewed	1939
4624	P13533	MYH6;MYHCA	reviewed	1939
23130	Q2TAZ0	ATG2A;KIAA0404	reviewed	1938
8735	Q9UKX3	MYH13	reviewed	1938
4626	P13535	MYH8	reviewed	1937
56999	Q9P2N4	ADAMTS9;KIAA1312	reviewed	1935
4625	P12883	MYH7;MYHCB	reviewed	1935
100129278	B5MCY1	TDRD15	reviewed	1934
27151	A0A494C0S9	CPAMD8	unreviewed	1932
3938	P09848	LCT;LPH	reviewed	1927
255101	Q6ZU64;B4DZ05;B4DYZ8;Q49A14	CFAP65;CCDC108;-;-;CFAP65;CCDC108	reviewed;unreviewed;unreviewed;unreviewed	1925;784;729;271
23129	Q9Y4D7	PLXND1;KIAA0620	reviewed	1925
80000	Q9C091	GREB1L;C18orf6;KIAA1772	reviewed	1923
23405	Q9UPY3	DICER1;DICER;HERNA;KIAA0928	reviewed	1922
9231	Q8TDM6	DLG5;KIAA0583;PDLG	reviewed	1919
57169	Q9P2E3	ZNFX1;KIAA1404	reviewed	1918
375248	A6QL64	ANKRD36;ANKRD36A;KIAA1641	reviewed	1915
4638	Q15746;A0A8I5KTQ1;Q05B98;Q05B97	MYLK;MLCK;MLCK1;MYLK1;MYLK;MYLK;MYLK	reviewed;unreviewed;unreviewed;unreviewed	1914;713;167;166
6018	Q13129	RLF	reviewed	1914
1108	Q14839;F5GWX5	CHD4;CHD4	reviewed;unreviewed	1912;1905
5789	P23468;Q2HXI4;Q3KPI9;Q59H90	PTPRD;PTPRD;PTPRD;-	reviewed;unreviewed;unreviewed;unreviewed	1912;1912;1496;1478
221264	Q5TCS8	AK9;AKD1;AKD2;C6orf199;C6orf224	reviewed	1911
80070	P59510	ADAMTS20	reviewed	1910
90381	Q7Z2Z1	TICRR;C15orf42	reviewed	1910
5365	A8K920;Q9ULL4	-;PLXNB3;KIAA1206;PLXN6	unreviewed;reviewed	1909;1909
55667	Q5VZ89	DENND4C;C9orf55;C9orf55B	reviewed	1909
344148	O14513	NCKAP5;ERIH;NAP5	reviewed	1909
57538	Q96L96	ALPK3;KIAA1330;MAK	reviewed	1907
10260	A0A7I2RAZ6;Q7Z401;Q05C90	DENND4A;DENND4A;IRLB;MYCPBP;DENND4A	unreviewed;reviewed;unreviewed	1907;1863;933
375056	Q5JRA6	MIA3;KIAA0268;TANGO	reviewed	1907
5792	P10586;G1UI20	PTPRF;LAR;PTPRF	reviewed;unreviewed	1907;127
10743	Q7Z5J4	RAI1;KIAA1820	reviewed	1906
11176	Q9UIF9;F8VU39	BAZ2A;KIAA0314;TIP5;BAZ2A	reviewed;unreviewed	1905;1903
4038	O75096	LRP4;KIAA0816;LRP10;MEGF7	reviewed	1905
23255	Q9Y4B5	MTCL1;CCDC165;KIAA0802;SOGA2	reviewed	1905
23078	A3KMH1	VWA8;KIAA0564	reviewed	1905
11215	Q9UKA4	AKAP11;AKAP220;KIAA0629	reviewed	1901
57523	Q9P2P1	NYNRIN;CGIN1;KIAA1305	reviewed	1898
23363	O75147;Q9H8B3	OBSL1;KIAA0657;-	reviewed;unreviewed	1896;442
5361	Q9UIW2	PLXNA1;NOV;PLXN1	reviewed	1896
84624	Q4ZHG4	FNDC1;FNDC2;KIAA1866;MEL4B3	reviewed	1894
5362	O75051	PLXNA2;KIAA0463;OCT;PLXN2	reviewed	1894
91584	Q9HCM2;A0A024R7A6	PLXNA4;KIAA1550;PLXNA4A;PLXNA4B;PLXNA4B	reviewed;unreviewed	1894;1894
55755	B3KVI2;Q96SN8;A0A8I5QKL1;B9EG74;A0A8I5KXG0;A0A0A0MRG9;Q7Z3M0	-;CDK5RAP2;CEP215;KIAA1633;CDK5RAP2;CDK5RAP2;CDK5RAP2;CDK5RAP2;DKFZp686M1993	unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	1893;1893;1892;1892;1860;1663;1605
8729	A0A669KBG8;Q92538	GBF1;GBF1;KIAA0248	unreviewed;reviewed	1892;1859
91181	Q5VU65	NUP210L	reviewed	1888
130507	Q6ZT12	UBR3;KIAA2024;ZNF650	reviewed	1888
23225	Q8TEM1	NUP210;KIAA0906	reviewed	1887
7701	A0A7P0N7C4;P52746	ZNF142;ZNF142;KIAA0236	unreviewed;reviewed	1887;1687
23505	Q92545	TMEM131;KIAA0257;RW1	reviewed	1883
64397	Q9H2Y7;A0A0C4DGM5	ZNF106;SH3BP3;ZFP106;ZNF474;ZNF106;ZFP106	reviewed;unreviewed	1883;1068
26153	Q9ULI4	KIF26A;KIAA1236	reviewed	1882
286	P16157;B3KX39	ANK1;ANK;-	reviewed;unreviewed	1881;1034
23026	F8W883;Q9Y6X6	MYO16;MYO16;KIAA0865;MYO16B;NYAP3	unreviewed;reviewed	1880;1858
89796	Q8NEY1	NAV1;KIAA1151;KIAA1213;POMFIL3;STEERIN1	reviewed	1877
3691	A0A024R8N2;P16144;A0A024R8T0;B7ZLD8;A0A024R8K7	ITGB4;ITGB4;ITGB4;ITGB4;ITGB4	unreviewed;reviewed;unreviewed;unreviewed;unreviewed	1875;1822;1822;1752;1752
256006	Q8N7Z5	ANKRD31	reviewed	1873
779	Q13698;B1ALM3	CACNA1S;CACH1;CACN1;CACNL1A3;CACNA1S	reviewed;unreviewed	1873;1854
57186	Q2PPJ7	RALGAPA2;C20orf74;KIAA1272	reviewed	1873
22984	A0A3B3IUD7;Q14690	PDCD11;PDCD11;KIAA0185	unreviewed;reviewed	1872;1871
